id,title,genre,description,rating
2152,Gully Boy,Drama,A young boy discovers his hidden powers,7.2
2155,Bharat Ane Nenu,Romance,A young boy discovers his hidden powers,7.1
2157,Eega,Adventure,A young boy discovers his hidden powers,9.2
2159,Sholay,Crime,A romantic tale with unexpected twists,9.1
2162,Kabir Singh,Thriller,A man fights for justice in a corrupt society,7.9
2164,Jersey,Comedy,A young man rises to power and avenges his family,9.3
2166,3 Idiots,Mystery,An epic tale of warriors and kingdoms,9.3
2170,Gully Boy,Thriller,A man fights for justice in a corrupt society,7.3
2171,Drishyam,Sci-Fi,A man fights for justice in a corrupt society,7.6
2173,Lagaan,Adventure,A romantic tale with unexpected twists,9.2
2175,Sholay,Romance,A man fights for justice in a corrupt society,9.0
2177,Gully Boy,Comedy,A hero rises to defeat his enemies,8.7
2186,Kabir Singh,Comedy,"A story of love, betrayal, and revenge",7.4
2193,Rang De Basanti,Adventure,A man fights for justice in a corrupt society,8.2
2195,Eega,Romance,"A story of love, betrayal, and revenge",9.5
2197,Chak De India,Thriller,A man fights for justice in a corrupt society,8.7
2200,Arjun Reddy,Comedy,A romantic tale with unexpected twists,9.2
2201,Eega,Sci-Fi,A man fights for justice in a corrupt society,7.2
2204,RRR,Crime,A hero rises to defeat his enemies,7.3
2205,Gully Boy,Romance,An epic tale of warriors and kingdoms,7.6
2206,Magadheera,Crime,"A story of love, betrayal, and revenge",8.4
2208,Drishyam,Action,A team of explorers travels through space and time,7.5
2219,Rang De Basanti,Romance,A romantic tale with unexpected twists,7.2
2228,Jersey,Adventure,A hero rises to defeat his enemies,7.9
2229,Swades,Sci-Fi,A young boy discovers his hidden powers,9.3
2231,Jersey,Romance,"A story of love, betrayal, and revenge",7.3
2232,Arjun Reddy,Mystery,An epic tale of warriors and kingdoms,9.1
2233,Drishyam,Drama,"A story of love, betrayal, and revenge",7.9
2244,Chak De India,Mystery,A man fights for justice in a corrupt society,8.9
2245,Baahubali: The Beginning,Action,A romantic tale with unexpected twists,8.6
2246,Chak De India,Adventure,A romantic tale with unexpected twists,7.7
2252,PK,Sci-Fi,A hero rises to defeat his enemies,9.0
2256,Swades,Drama,A young boy discovers his hidden powers,8.4
2257,Drishyam,Romance,"A story of love, betrayal, and revenge",8.7
2263,Dilwale Dulhania Le Jayenge,Sports,A hero rises to defeat his enemies,9.3
2273,Magadheera,Drama,A team of explorers travels through space and time,7.6
2275,Baahubali: The Beginning,Action,An epic tale of warriors and kingdoms,9.4
2277,Rang De Basanti,Adventure,"A story of love, betrayal, and revenge",8.9
2281,PK,Drama,A team of explorers travels through space and time,7.8
2287,Taare Zameen Par,Action,A romantic tale with unexpected twists,8.9
2293,Baahubali: The Beginning,Romance,A man fights for justice in a corrupt society,9.0
2294,RRR,Comedy,A man fights for justice in a corrupt society,7.8
2295,Swades,Sci-Fi,A young man rises to power and avenges his family,8.6
2297,3 Idiots,Romance,A man fights for justice in a corrupt society,8.4
2301,Gully Boy,Mystery,A romantic tale with unexpected twists,8.8
2303,Drishyam,Crime,"A story of love, betrayal, and revenge",9.1
2308,Rang De Basanti,Thriller,A romantic tale with unexpected twists,8.3
2313,Pushpa: The Rise,Comedy,"A story of love, betrayal, and revenge",8.1
2319,Jersey,Thriller,A man fights for justice in a corrupt society,7.9
2329,Bharat Ane Nenu,Thriller,A romantic tale with unexpected twists,7.2
2330,Chak De India,Romance,A romantic tale with unexpected twists,8.5
2339,Magadheera,Sci-Fi,A young boy discovers his hidden powers,9.5
2344,PK,Comedy,A team of explorers travels through space and time,7.4
2349,Swades,Sports,A man fights for justice in a corrupt society,8.5
2357,Eega,Action,An epic tale of warriors and kingdoms,8.3
2367,Dilwale Dulhania Le Jayenge,Drama,A young man rises to power and avenges his family,7.1
2368,Gully Boy,Adventure,A young boy discovers his hidden powers,9.4
2369,Dangal,Romance,"A story of love, betrayal, and revenge",8.9
2375,Eega,Action,A team of explorers travels through space and time,8.9
2377,Drishyam,Thriller,A young boy discovers his hidden powers,8.0
2379,Arjun Reddy,Romance,A romantic tale with unexpected twists,8.7
2384,Taare Zameen Par,Action,A young boy discovers his hidden powers,7.8
2389,Pushpa: The Rise,Action,An epic tale of warriors and kingdoms,8.8
2392,PK,Action,A romantic tale with unexpected twists,7.6
2394,Magadheera,Sports,A romantic tale with unexpected twists,8.8
2395,PK,Romance,An epic tale of warriors and kingdoms,8.4
2398,Rang De Basanti,Crime,"A story of love, betrayal, and revenge",8.8
2399,RRR,Sports,"A story of love, betrayal, and revenge",7.0
2407,PK,Action,A young man rises to power and avenges his family,9.4
2408,Baahubali: The Beginning,Adventure,A man fights for justice in a corrupt society,8.7
2412,PK,Comedy,A young man rises to power and avenges his family,7.3
2414,Drishyam,Sci-Fi,A hero rises to defeat his enemies,9.2
2416,Taare Zameen Par,Crime,"A story of love, betrayal, and revenge",9.2
2419,Taare Zameen Par,Mystery,A hero rises to defeat his enemies,7.5
2422,Chak De India,Comedy,A team of explorers travels through space and time,8.1
2423,PK,Sci-Fi,A man fights for justice in a corrupt society,7.5
2429,Ala Vaikunthapurramuloo,Drama,A young boy discovers his hidden powers,9.3
2433,Dangal,Romance,A young man rises to power and avenges his family,8.0
2435,PK,Thriller,A man fights for justice in a corrupt society,7.1
2437,Dilwale Dulhania Le Jayenge,Mystery,A young man rises to power and avenges his family,8.3
2442,Kabir Singh,Drama,A hero rises to defeat his enemies,9.1
2444,Taare Zameen Par,Sci-Fi,A team of explorers travels through space and time,8.5
2445,Kabir Singh,Drama,"A story of love, betrayal, and revenge",9.0
2462,RRR,Sci-Fi,A romantic tale with unexpected twists,9.4
2466,Rang De Basanti,Comedy,A young man rises to power and avenges his family,9.2
2471,Taare Zameen Par,Thriller,A romantic tale with unexpected twists,8.5
2479,Swades,Sci-Fi,An epic tale of warriors and kingdoms,7.1
2483,Jersey,Sci-Fi,A romantic tale with unexpected twists,7.1
2485,Sholay,Crime,A man fights for justice in a corrupt society,7.8
2488,Chak De India,Drama,An epic tale of warriors and kingdoms,8.6
2492,Lagaan,Mystery,A young man rises to power and avenges his family,8.2
2494,3 Idiots,Mystery,"A story of love, betrayal, and revenge",8.4
2503,Bharat Ane Nenu,Drama,A man fights for justice in a corrupt society,8.1
2504,Baahubali: The Beginning,Crime,A man fights for justice in a corrupt society,7.7
2505,Sholay,Drama,A romantic tale with unexpected twists,8.6
2507,Magadheera,Sports,A young man rises to power and avenges his family,9.3
2509,Ala Vaikunthapurramuloo,Romance,A romantic tale with unexpected twists,9.1
2514,Swades,Comedy,A young boy discovers his hidden powers,8.1
2520,Lagaan,Sports,An epic tale of warriors and kingdoms,9.4
2532,Dangal,Adventure,A hero rises to defeat his enemies,9.0
2537,PK,Sports,A team of explorers travels through space and time,7.5
2539,Sholay,Adventure,A team of explorers travels through space and time,7.1
2545,Magadheera,Romance,A young boy discovers his hidden powers,8.3
2546,3 Idiots,Sports,An epic tale of warriors and kingdoms,9.0
2556,Bharat Ane Nenu,Crime,"A story of love, betrayal, and revenge",8.3
2563,RRR,Sci-Fi,A young boy discovers his hidden powers,9.1
2565,Ala Vaikunthapurramuloo,Action,A man fights for justice in a corrupt society,9.1
2568,Ala Vaikunthapurramuloo,Sports,A hero rises to defeat his enemies,8.8
2578,Gully Boy,Crime,"A story of love, betrayal, and revenge",8.8
2582,Dangal,Drama,A young boy discovers his hidden powers,8.9
2588,Bharat Ane Nenu,Crime,A man fights for justice in a corrupt society,8.0
2589,Taare Zameen Par,Crime,An epic tale of warriors and kingdoms,8.7
2590,Gully Boy,Sports,A team of explorers travels through space and time,7.1
2591,Swades,Mystery,A man fights for justice in a corrupt society,7.2
2593,Chak De India,Action,"A story of love, betrayal, and revenge",8.9
2598,PK,Thriller,An epic tale of warriors and kingdoms,8.1
2601,RRR,Drama,"A story of love, betrayal, and revenge",7.2
2610,Kabir Singh,Comedy,A man fights for justice in a corrupt society,8.1
2617,Sholay,Adventure,A romantic tale with unexpected twists,9.2
2620,Arjun Reddy,Drama,A young man rises to power and avenges his family,7.9
2621,RRR,Crime,A young boy discovers his hidden powers,7.8
2634,RRR,Crime,A young man rises to power and avenges his family,7.2
2642,Bharat Ane Nenu,Comedy,An epic tale of warriors and kingdoms,9.1
2653,Dangal,Sci-Fi,A man fights for justice in a corrupt society,7.4
2654,Arjun Reddy,Crime,"A story of love, betrayal, and revenge",8.2
2656,PK,Thriller,A young boy discovers his hidden powers,9.3
2661,3 Idiots,Thriller,A young man rises to power and avenges his family,8.2
2664,Rang De Basanti,Adventure,A young man rises to power and avenges his family,9.0
2674,3 Idiots,Drama,A team of explorers travels through space and time,8.9
2675,Pushpa: The Rise,Adventure,"A story of love, betrayal, and revenge",8.9
2705,PK,Comedy,An epic tale of warriors and kingdoms,8.8
2706,Baahubali: The Beginning,Action,A man fights for justice in a corrupt society,7.5
2713,Dilwale Dulhania Le Jayenge,Thriller,A man fights for justice in a corrupt society,8.4
2717,Sholay,Sci-Fi,A team of explorers travels through space and time,8.9
2719,Arjun Reddy,Sports,A hero rises to defeat his enemies,8.3
2721,Pushpa: The Rise,Comedy,A hero rises to defeat his enemies,8.9
2723,Bharat Ane Nenu,Crime,A team of explorers travels through space and time,7.3
2733,RRR,Thriller,A hero rises to defeat his enemies,9.4
2736,Sholay,Sci-Fi,An epic tale of warriors and kingdoms,7.9
2737,Chak De India,Crime,A team of explorers travels through space and time,9.1
2740,Drishyam,Crime,A romantic tale with unexpected twists,7.2
2748,Dilwale Dulhania Le Jayenge,Action,A young boy discovers his hidden powers,9.5
2750,Eega,Adventure,A young man rises to power and avenges his family,7.5
2753,Taare Zameen Par,Romance,A team of explorers travels through space and time,7.4
2755,Arjun Reddy,Sports,An epic tale of warriors and kingdoms,8.1
2765,Gully Boy,Romance,A young boy discovers his hidden powers,7.8
2766,Eega,Mystery,A hero rises to defeat his enemies,7.4
2767,RRR,Sports,A hero rises to defeat his enemies,7.3
2771,Chak De India,Drama,A man fights for justice in a corrupt society,8.8
2772,Bharat Ane Nenu,Action,A young boy discovers his hidden powers,8.2
2777,Sholay,Mystery,A hero rises to defeat his enemies,7.1
2789,Jersey,Drama,A young boy discovers his hidden powers,9.3
2802,Jersey,Drama,"A story of love, betrayal, and revenge",8.8
2808,Dilwale Dulhania Le Jayenge,Drama,"A story of love, betrayal, and revenge",7.9
2809,Baahubali: The Beginning,Crime,A young man rises to power and avenges his family,8.8
2814,Jersey,Mystery,A romantic tale with unexpected twists,8.1
2821,PK,Sports,A young boy discovers his hidden powers,8.6
2823,Ala Vaikunthapurramuloo,Crime,A young man rises to power and avenges his family,8.9
2827,Eega,Sports,A team of explorers travels through space and time,9.2
2829,Rang De Basanti,Mystery,An epic tale of warriors and kingdoms,8.8
2830,Eega,Romance,A man fights for justice in a corrupt society,8.4
2831,Ala Vaikunthapurramuloo,Thriller,A romantic tale with unexpected twists,9.5
2837,Taare Zameen Par,Crime,A hero rises to defeat his enemies,7.1
2844,Dilwale Dulhania Le Jayenge,Adventure,An epic tale of warriors and kingdoms,7.3
2848,Eega,Thriller,A romantic tale with unexpected twists,9.1
2857,Dilwale Dulhania Le Jayenge,Sci-Fi,A young man rises to power and avenges his family,7.0
2860,Eega,Action,A young man rises to power and avenges his family,7.1
2873,RRR,Adventure,"A story of love, betrayal, and revenge",7.7
2876,Taare Zameen Par,Thriller,A young man rises to power and avenges his family,8.6
2880,Kabir Singh,Crime,A young boy discovers his hidden powers,7.0
2881,Swades,Crime,A man fights for justice in a corrupt society,9.4
2884,3 Idiots,Sports,A team of explorers travels through space and time,8.3
2889,Eega,Action,A young boy discovers his hidden powers,7.8
2897,Taare Zameen Par,Sports,A man fights for justice in a corrupt society,7.4
2900,Ala Vaikunthapurramuloo,Sci-Fi,A young man rises to power and avenges his family,7.0
2906,Sholay,Action,A hero rises to defeat his enemies,9.4
2912,3 Idiots,Romance,A team of explorers travels through space and time,8.8
2917,Magadheera,Mystery,A young man rises to power and avenges his family,9.5
2938,Sholay,Sci-Fi,A hero rises to defeat his enemies,8.4
2942,Ala Vaikunthapurramuloo,Action,"A story of love, betrayal, and revenge",8.0
2944,Arjun Reddy,Sports,"A story of love, betrayal, and revenge",7.0
2956,Taare Zameen Par,Thriller,An epic tale of warriors and kingdoms,9.4
2961,Chak De India,Drama,A young man rises to power and avenges his family,8.3
2972,Chak De India,Comedy,A romantic tale with unexpected twists,8.7
2981,Pushpa: The Rise,Action,A young boy discovers his hidden powers,8.2
2982,Bharat Ane Nenu,Action,A young man rises to power and avenges his family,7.6
2987,Gully Boy,Mystery,A man fights for justice in a corrupt society,7.4
2989,Lagaan,Comedy,A team of explorers travels through space and time,7.2
2992,Baahubali: The Beginning,Sci-Fi,"A story of love, betrayal, and revenge",8.8
3001,Dangal,Sports,An epic tale of warriors and kingdoms,8.2
3006,Jersey,Adventure,A man fights for justice in a corrupt society,7.5
3010,Ala Vaikunthapurramuloo,Sci-Fi,A hero rises to defeat his enemies,8.7
3027,Ala Vaikunthapurramuloo,Drama,A romantic tale with unexpected twists,8.3
3038,Dilwale Dulhania Le Jayenge,Action,"A story of love, betrayal, and revenge",7.5
3046,Rang De Basanti,Crime,A team of explorers travels through space and time,8.5
3060,Rang De Basanti,Crime,A man fights for justice in a corrupt society,8.0
3065,Bharat Ane Nenu,Comedy,A romantic tale with unexpected twists,7.6
3067,Kabir Singh,Drama,A team of explorers travels through space and time,8.2
3068,Kabir Singh,Thriller,"A story of love, betrayal, and revenge",8.3
3070,Gully Boy,Adventure,A romantic tale with unexpected twists,8.2
3073,Pushpa: The Rise,Mystery,A team of explorers travels through space and time,7.4
3075,Swades,Action,A man fights for justice in a corrupt society,7.0
3081,Taare Zameen Par,Sci-Fi,"A story of love, betrayal, and revenge",8.2
3082,Drishyam,Comedy,A romantic tale with unexpected twists,7.1
3084,Taare Zameen Par,Romance,A young man rises to power and avenges his family,7.8
3089,3 Idiots,Action,A young boy discovers his hidden powers,8.8
3092,Eega,Comedy,An epic tale of warriors and kingdoms,9.5
3094,Arjun Reddy,Drama,A team of explorers travels through space and time,7.7
3106,RRR,Sci-Fi,"A story of love, betrayal, and revenge",8.1
3113,Taare Zameen Par,Crime,A man fights for justice in a corrupt society,8.6
3126,Bharat Ane Nenu,Drama,An epic tale of warriors and kingdoms,8.2
3129,PK,Sci-Fi,"A story of love, betrayal, and revenge",8.9
3142,Ala Vaikunthapurramuloo,Romance,A man fights for justice in a corrupt society,7.5
3147,RRR,Drama,An epic tale of warriors and kingdoms,8.4
3154,Chak De India,Crime,"A story of love, betrayal, and revenge",7.8
3157,PK,Mystery,A hero rises to defeat his enemies,7.7
3167,Kabir Singh,Thriller,An epic tale of warriors and kingdoms,8.5
3174,Lagaan,Romance,A team of explorers travels through space and time,9.0
3176,Sholay,Thriller,A man fights for justice in a corrupt society,8.5
3180,Kabir Singh,Action,A hero rises to defeat his enemies,9.4
3183,Chak De India,Drama,A team of explorers travels through space and time,8.3
3190,Arjun Reddy,Sci-Fi,A man fights for justice in a corrupt society,9.0
3198,Lagaan,Comedy,An epic tale of warriors and kingdoms,7.7
3201,Bharat Ane Nenu,Action,A hero rises to defeat his enemies,8.5
3215,Pushpa: The Rise,Mystery,"A story of love, betrayal, and revenge",7.9
3217,PK,Romance,A romantic tale with unexpected twists,9.5
3223,Kabir Singh,Crime,A young man rises to power and avenges his family,7.5
3230,Eega,Crime,A young boy discovers his hidden powers,8.9
3238,Swades,Romance,A man fights for justice in a corrupt society,9.4
3239,Jersey,Comedy,A hero rises to defeat his enemies,9.2
3241,Jersey,Action,An epic tale of warriors and kingdoms,7.8
3255,Dilwale Dulhania Le Jayenge,Mystery,A romantic tale with unexpected twists,8.6
3267,3 Idiots,Mystery,A man fights for justice in a corrupt society,7.7
3280,Taare Zameen Par,Mystery,A romantic tale with unexpected twists,7.8
3283,Dilwale Dulhania Le Jayenge,Sci-Fi,An epic tale of warriors and kingdoms,8.9
3287,Ala Vaikunthapurramuloo,Adventure,"A story of love, betrayal, and revenge",7.1
3288,Eega,Action,A man fights for justice in a corrupt society,8.7
3299,Chak De India,Sports,An epic tale of warriors and kingdoms,7.3
3308,Swades,Sports,A team of explorers travels through space and time,7.3
3322,Magadheera,Crime,A team of explorers travels through space and time,8.4
3328,Rang De Basanti,Thriller,A young man rises to power and avenges his family,8.0
3334,Arjun Reddy,Adventure,A young man rises to power and avenges his family,8.1
3346,Swades,Drama,A man fights for justice in a corrupt society,7.1
3351,Bharat Ane Nenu,Sports,A team of explorers travels through space and time,9.4
3357,Drishyam,Drama,An epic tale of warriors and kingdoms,8.1
3359,3 Idiots,Adventure,A hero rises to defeat his enemies,8.3
3365,Sholay,Thriller,An epic tale of warriors and kingdoms,8.2
3384,Arjun Reddy,Drama,A young boy discovers his hidden powers,8.1
3392,Gully Boy,Action,A young boy discovers his hidden powers,8.6
3401,Ala Vaikunthapurramuloo,Mystery,A romantic tale with unexpected twists,8.6
3402,Jersey,Romance,A romantic tale with unexpected twists,7.3
3420,Jersey,Sports,A hero rises to defeat his enemies,7.5
3442,PK,Crime,A hero rises to defeat his enemies,7.7
3448,Arjun Reddy,Mystery,A romantic tale with unexpected twists,8.8
3459,Lagaan,Crime,A young boy discovers his hidden powers,8.1
3460,Dilwale Dulhania Le Jayenge,Mystery,"A story of love, betrayal, and revenge",7.4
3470,Dilwale Dulhania Le Jayenge,Action,A hero rises to defeat his enemies,8.6
3473,Magadheera,Sports,A young boy discovers his hidden powers,9.1
3474,Jersey,Comedy,A team of explorers travels through space and time,7.1
3485,Taare Zameen Par,Adventure,A hero rises to defeat his enemies,9.0
3486,Eega,Sci-Fi,An epic tale of warriors and kingdoms,7.0
3498,Dangal,Crime,A hero rises to defeat his enemies,8.3
3501,Jersey,Thriller,A hero rises to defeat his enemies,9.5
3506,Kabir Singh,Mystery,A man fights for justice in a corrupt society,8.1
3509,Swades,Mystery,A team of explorers travels through space and time,9.4
3510,Swades,Thriller,A romantic tale with unexpected twists,9.2
3512,Swades,Sci-Fi,A hero rises to defeat his enemies,8.3
3521,Lagaan,Sports,A hero rises to defeat his enemies,7.0
3527,Baahubali: The Beginning,Adventure,A young man rises to power and avenges his family,8.4
3536,Gully Boy,Thriller,"A story of love, betrayal, and revenge",9.1
3547,Baahubali: The Beginning,Comedy,A young boy discovers his hidden powers,9.3
3551,Dangal,Action,A romantic tale with unexpected twists,7.8
3573,Ala Vaikunthapurramuloo,Comedy,"A story of love, betrayal, and revenge",8.8
3587,Lagaan,Sci-Fi,"A story of love, betrayal, and revenge",8.2
3602,Lagaan,Mystery,A romantic tale with unexpected twists,7.4
3610,Jersey,Thriller,A team of explorers travels through space and time,7.5
3612,Ala Vaikunthapurramuloo,Sports,A man fights for justice in a corrupt society,8.4
3614,Eega,Mystery,A man fights for justice in a corrupt society,7.7
3622,Sholay,Comedy,A romantic tale with unexpected twists,8.5
3623,Sholay,Sports,A hero rises to defeat his enemies,7.6
3634,Taare Zameen Par,Crime,A young man rises to power and avenges his family,7.8
3636,3 Idiots,Sci-Fi,A man fights for justice in a corrupt society,7.9
3654,Arjun Reddy,Sci-Fi,"A story of love, betrayal, and revenge",8.3
3672,Magadheera,Crime,A young man rises to power and avenges his family,7.6
3679,Kabir Singh,Mystery,A hero rises to defeat his enemies,8.4
3686,Drishyam,Drama,A man fights for justice in a corrupt society,7.3
3692,Swades,Action,"A story of love, betrayal, and revenge",7.9
3695,Pushpa: The Rise,Sports,A man fights for justice in a corrupt society,9.3
3708,Sholay,Sports,An epic tale of warriors and kingdoms,7.4
3712,Arjun Reddy,Adventure,A team of explorers travels through space and time,7.1
3718,RRR,Action,A romantic tale with unexpected twists,8.0
3723,Rang De Basanti,Sports,A team of explorers travels through space and time,8.6
3730,Jersey,Drama,A team of explorers travels through space and time,8.5
3747,PK,Drama,An epic tale of warriors and kingdoms,8.5
3760,Kabir Singh,Romance,A young man rises to power and avenges his family,7.0
3768,Chak De India,Mystery,A young man rises to power and avenges his family,7.9
3778,Baahubali: The Beginning,Romance,An epic tale of warriors and kingdoms,9.0
3787,Jersey,Sci-Fi,A young boy discovers his hidden powers,7.0
3789,Lagaan,Romance,A young man rises to power and avenges his family,8.3
3793,Baahubali: The Beginning,Comedy,An epic tale of warriors and kingdoms,8.0
3798,PK,Romance,A hero rises to defeat his enemies,8.9
3804,Chak De India,Thriller,A romantic tale with unexpected twists,7.9
3816,3 Idiots,Thriller,A team of explorers travels through space and time,7.7
3820,Arjun Reddy,Thriller,A man fights for justice in a corrupt society,9.1
3834,Baahubali: The Beginning,Crime,A romantic tale with unexpected twists,8.5
3838,Jersey,Sports,A young boy discovers his hidden powers,8.2
3839,Baahubali: The Beginning,Comedy,A young man rises to power and avenges his family,9.4
3845,Drishyam,Crime,A man fights for justice in a corrupt society,8.0
3852,Swades,Mystery,"A story of love, betrayal, and revenge",8.6
3861,Drishyam,Action,A young man rises to power and avenges his family,8.5
3867,Swades,Thriller,A hero rises to defeat his enemies,9.1
3869,Drishyam,Comedy,A young man rises to power and avenges his family,8.6
3900,Magadheera,Crime,A hero rises to defeat his enemies,7.1
3901,Dangal,Mystery,A young man rises to power and avenges his family,7.7
3906,Arjun Reddy,Action,"A story of love, betrayal, and revenge",7.9
3912,RRR,Mystery,A hero rises to defeat his enemies,8.5
3938,Magadheera,Thriller,A young man rises to power and avenges his family,9.5
3946,Arjun Reddy,Comedy,A young boy discovers his hidden powers,8.3
3955,Pushpa: The Rise,Mystery,A hero rises to defeat his enemies,8.6
3977,Baahubali: The Beginning,Sports,A young boy discovers his hidden powers,8.1
3982,Gully Boy,Sports,A young man rises to power and avenges his family,8.5
3992,Ala Vaikunthapurramuloo,Comedy,A hero rises to defeat his enemies,9.3
3995,Taare Zameen Par,Thriller,A man fights for justice in a corrupt society,8.7
4002,Arjun Reddy,Adventure,A hero rises to defeat his enemies,8.9
4016,Pushpa: The Rise,Thriller,An epic tale of warriors and kingdoms,7.9
4018,Eega,Mystery,"A story of love, betrayal, and revenge",7.0
4020,Lagaan,Sci-Fi,A young man rises to power and avenges his family,9.0
4026,Rang De Basanti,Romance,A hero rises to defeat his enemies,7.4
4033,Dilwale Dulhania Le Jayenge,Thriller,An epic tale of warriors and kingdoms,7.3
4037,Taare Zameen Par,Sci-Fi,A young boy discovers his hidden powers,7.7
4044,Magadheera,Mystery,A team of explorers travels through space and time,8.6
4066,Gully Boy,Adventure,A man fights for justice in a corrupt society,8.9
4085,Dangal,Mystery,"A story of love, betrayal, and revenge",7.6
4111,Sholay,Romance,A young man rises to power and avenges his family,7.8
4118,Pushpa: The Rise,Crime,A romantic tale with unexpected twists,9.4
4121,Rang De Basanti,Thriller,An epic tale of warriors and kingdoms,8.3
4128,Chak De India,Mystery,"A story of love, betrayal, and revenge",7.1
4131,Dangal,Thriller,A romantic tale with unexpected twists,8.1
4152,Chak De India,Comedy,A man fights for justice in a corrupt society,7.8
4154,Chak De India,Sports,A hero rises to defeat his enemies,9.0
4170,Baahubali: The Beginning,Sports,"A story of love, betrayal, and revenge",7.2
4173,Drishyam,Mystery,A hero rises to defeat his enemies,8.2
4194,Chak De India,Sports,"A story of love, betrayal, and revenge",8.5
4200,RRR,Sports,A romantic tale with unexpected twists,8.0
4204,Arjun Reddy,Romance,A hero rises to defeat his enemies,8.8
4212,Sholay,Action,A romantic tale with unexpected twists,7.4
4214,Chak De India,Sci-Fi,A romantic tale with unexpected twists,8.8
4225,Kabir Singh,Mystery,A young boy discovers his hidden powers,7.6
4243,Sholay,Adventure,A man fights for justice in a corrupt society,9.2
4255,Drishyam,Thriller,A man fights for justice in a corrupt society,9.2
4262,Taare Zameen Par,Adventure,A team of explorers travels through space and time,8.3
4267,Dangal,Romance,A young boy discovers his hidden powers,8.2
4313,RRR,Action,An epic tale of warriors and kingdoms,7.1
4326,Taare Zameen Par,Drama,A romantic tale with unexpected twists,7.2
4354,Lagaan,Thriller,A young man rises to power and avenges his family,7.0
4366,Swades,Action,A young boy discovers his hidden powers,8.6
4375,Magadheera,Mystery,A young boy discovers his hidden powers,7.4
4388,Arjun Reddy,Crime,A man fights for justice in a corrupt society,8.0
4407,3 Idiots,Sports,A man fights for justice in a corrupt society,9.3
4424,Magadheera,Mystery,"A story of love, betrayal, and revenge",7.3
4436,Rang De Basanti,Drama,A young boy discovers his hidden powers,8.2
4453,PK,Action,A young boy discovers his hidden powers,7.4
4479,Kabir Singh,Thriller,A young boy discovers his hidden powers,9.2
4480,Lagaan,Adventure,"A story of love, betrayal, and revenge",7.8
4481,Ala Vaikunthapurramuloo,Romance,A young boy discovers his hidden powers,7.9
4541,Dangal,Mystery,A hero rises to defeat his enemies,7.9
4559,Sholay,Romance,A hero rises to defeat his enemies,7.4
4565,Magadheera,Sci-Fi,An epic tale of warriors and kingdoms,9.0
4568,Arjun Reddy,Adventure,"A story of love, betrayal, and revenge",7.5
4575,Baahubali: The Beginning,Romance,A young man rises to power and avenges his family,8.0
4580,Lagaan,Sci-Fi,A team of explorers travels through space and time,8.8
4614,Gully Boy,Crime,A hero rises to defeat his enemies,7.9
4622,Jersey,Crime,A team of explorers travels through space and time,8.3
4665,Dangal,Adventure,A romantic tale with unexpected twists,7.9
4678,Taare Zameen Par,Adventure,A man fights for justice in a corrupt society,8.5
4701,Bharat Ane Nenu,Sci-Fi,A young boy discovers his hidden powers,8.1
4708,RRR,Romance,A young man rises to power and avenges his family,9.0
4716,3 Idiots,Adventure,A young man rises to power and avenges his family,7.9
4751,Dilwale Dulhania Le Jayenge,Mystery,A hero rises to defeat his enemies,8.4
4766,Dangal,Thriller,A young boy discovers his hidden powers,9.2
4813,Gully Boy,Drama,A young man rises to power and avenges his family,7.8
4820,RRR,Sports,A team of explorers travels through space and time,7.8
4841,Kabir Singh,Mystery,A romantic tale with unexpected twists,7.4
4876,Taare Zameen Par,Sports,A hero rises to defeat his enemies,7.1
4879,Magadheera,Adventure,A team of explorers travels through space and time,8.8
4886,RRR,Romance,A romantic tale with unexpected twists,7.9
4888,Arjun Reddy,Crime,A young boy discovers his hidden powers,8.4
4907,Kabir Singh,Crime,An epic tale of warriors and kingdoms,7.0
4917,3 Idiots,Drama,A hero rises to defeat his enemies,7.8
4935,Sholay,Sports,A young boy discovers his hidden powers,8.8
4943,Kabir Singh,Comedy,A romantic tale with unexpected twists,8.5
4947,Baahubali: The Beginning,Mystery,A team of explorers travels through space and time,9.1
4949,Rang De Basanti,Thriller,A man fights for justice in a corrupt society,8.9
4953,Pushpa: The Rise,Adventure,An epic tale of warriors and kingdoms,8.1
4958,Sholay,Drama,A team of explorers travels through space and time,7.4
4973,RRR,Romance,A hero rises to defeat his enemies,7.3
4978,Sholay,Thriller,"A story of love, betrayal, and revenge",7.3
4991,Jersey,Sports,A team of explorers travels through space and time,8.2
5003,Swades,Romance,"A story of love, betrayal, and revenge",9.0
5068,Drishyam,Adventure,A man fights for justice in a corrupt society,7.9
5096,RRR,Mystery,A romantic tale with unexpected twists,7.4
5138,Drishyam,Mystery,A team of explorers travels through space and time,8.4
5155,Magadheera,Action,A romantic tale with unexpected twists,7.4
5156,Eega,Thriller,A team of explorers travels through space and time,8.8
5226,Eega,Sci-Fi,"A story of love, betrayal, and revenge",8.5
5234,Drishyam,Sports,A man fights for justice in a corrupt society,9.3
5259,Dangal,Action,A young man rises to power and avenges his family,8.8
5265,Pushpa: The Rise,Sci-Fi,A man fights for justice in a corrupt society,8.3
5283,Ala Vaikunthapurramuloo,Crime,An epic tale of warriors and kingdoms,7.5
5357,Dilwale Dulhania Le Jayenge,Comedy,A team of explorers travels through space and time,8.2
5380,Swades,Comedy,"A story of love, betrayal, and revenge",8.3
5405,Magadheera,Adventure,A young man rises to power and avenges his family,8.9
5411,Jersey,Adventure,A romantic tale with unexpected twists,8.7
